demand_lag1,demand_lag2,rolling_mean3,visit_count,stok_prev,AMC,sigma_bln,ADI,CV2,bulan,ABC_enc,VEN_enc,kategori_enc,demand_winsor,obat,periode,split
1.0,6.0,19.666666666666668,351,73.0,13.42,16.6,2.25,0.8982,7,0,2,0,14.0,KETOCONAZOLE SALEP,2025-07,train
14.0,1.0,7.0,450,73.0,13.42,16.6,2.25,0.8982,8,0,2,0,26.0,KETOCONAZOLE SALEP,2025-08,train
26.0,14.0,13.666666666666666,646,47.0,13.42,16.6,2.25,0.8982,9,0,2,0,6.0,KETOCONAZOLE SALEP,2025-09,train
6.0,26.0,15.333333333333334,1097,41.0,13.42,16.6,2.25,0.8982,10,0,2,0,9.0,KETOCONAZOLE SALEP,2025-10,train
9.0,6.0,13.666666666666666,102,32.0,13.42,16.6,2.25,0.8982,11,0,2,0,6.0,KETOCONAZOLE SALEP,2025-11,validation
6.0,9.0,7.0,263,32.0,13.42,16.6,2.25,0.8982,12,0,2,0,3.0,KETOCONAZOLE SALEP,2025-12,test
0.0,0.0,0.0,346,0.0,20.83,29.29,3.0,0.488,1,0,2,1,0.0,KETONAZOLE 200MG TABLET,2025-01,train
0.0,0.0,0.0,541,380.0,20.83,29.29,3.0,0.488,2,0,2,1,40.0,KETONAZOLE 200MG TABLET,2025-02,train
40.0,0.0,20.0,521,380.0,20.83,29.29,3.0,0.488,3,0,2,1,20.0,KETONAZOLE 200MG TABLET,2025-03,train
20.0,40.0,20.0,417,380.0,20.83,29.29,3.0,0.488,4,0,2,1,0.0,KETONAZOLE 200MG TABLET,2025-04,train
0.0,20.0,20.0,389,470.0,20.83,29.29,3.0,0.488,5,0,2,1,20.0,KETONAZOLE 200MG TABLET,2025-05,train
20.0,0.0,13.333333333333334,274,470.0,20.83,29.29,3.0,0.488,6,0,2,1,30.0,KETONAZOLE 200MG TABLET,2025-06,train
30.0,20.0,16.666666666666668,351,470.0,20.83,29.29,3.0,0.488,7,0,2,1,40.0,KETONAZOLE 200MG TABLET,2025-07,train
40.0,30.0,30.0,450,470.0,20.83,29.29,3.0,0.488,8,0,2,1,50.0,KETONAZOLE 200MG TABLET,2025-08,train
50.0,40.0,40.0,646,150.0,20.83,29.29,3.0,0.488,9,0,2,1,30.0,KETONAZOLE 200MG TABLET,2025-09,train
30.0,50.0,40.0,1097,120.0,20.83,29.29,3.0,0.488,10,0,2,1,40.0,KETONAZOLE 200MG TABLET,2025-10,train
40.0,30.0,40.0,102,380.0,20.83,29.29,3.0,0.488,11,0,2,1,25.0,KETONAZOLE 200MG TABLET,2025-11,validation
25.0,40.0,31.666666666666668,263,380.0,20.83,29.29,3.0,0.488,12,0,2,1,10.0,KETONAZOLE 200MG TABLET,2025-12,test
0.0,0.0,0.0,346,0.0,8.0,8.75,2.1,1.0124,1,0,1,2,1.0,KETOROLAC INJEKSI,2025-01,train
1.0,0.0,1.0,541,79.0,8.0,8.75,2.1,1.0124,2,0,1,2,19.0,KETOROLAC INJEKSI,2025-02,train
19.0,1.0,10.0,521,19.0,8.0,8.75,2.1,1.0124,3,0,1,2,0.0,KETOROLAC INJEKSI,2025-03,train
0.0,19.0,6.666666666666667,417,95.0,8.0,8.75,2.1,1.0124,4,0,1,2,31.0,KETOROLAC INJEKSI,2025-04,train
31.0,0.0,16.666666666666668,389,64.0,8.0,8.75,2.1,1.0124,5,0,1,2,10.0,KETOROLAC INJEKSI,2025-05,train
10.0,31.0,13.666666666666666,274,54.0,8.0,8.75,2.1,1.0124,6,0,1,2,1.0,KETOROLAC INJEKSI,2025-06,train
1.0,10.0,14.0,351,53.0,8.0,8.75,2.1,1.0124,7,0,1,2,2.0,KETOROLAC INJEKSI,2025-07,train
2.0,1.0,4.333333333333333,450,51.0,8.0,8.75,2.1,1.0124,8,0,1,2,2.0,KETOROLAC INJEKSI,2025-08,train
2.0,2.0,1.6666666666666667,646,49.0,8.0,8.75,2.1,1.0124,9,0,1,2,11.0,KETOROLAC INJEKSI,2025-09,train
11.0,2.0,5.0,1097,38.0,8.0,8.75,2.1,1.0124,10,0,1,2,19.0,KETOROLAC INJEKSI,2025-10,train
19.0,11.0,10.666666666666666,102,19.0,8.0,8.75,2.1,1.0124,11,0,1,2,12.0,KETOROLAC INJEKSI,2025-11,validation
12.0,19.0,14.0,263,19.0,8.0,8.75,2.1,1.0124,12,0,1,2,4.0,KETOROLAC INJEKSI,2025-12,test
0.0,0.0,0.0,346,0.0,7.75,11.87,4.3333,0.115,1,0,0,1,0.0,L-BIO,2025-01,train
0.0,0.0,0.0,541,16.0,7.75,11.87,4.3333,0.115,2,0,0,1,15.0,L-BIO,2025-02,train
15.0,0.0,7.5,521,16.0,7.75,11.87,4.3333,0.115,3,0,0,1,0.0,L-BIO,2025-03,train
0.0,15.0,5.0,417,16.0,7.75,11.87,4.3333,0.115,4,0,0,1,0.0,L-BIO,2025-04,train
0.0,0.0,5.0,389,16.0,7.75,11.87,4.3333,0.115,5,0,0,1,0.0,L-BIO,2025-05,train
0.0,0.0,0.0,274,16.0,7.75,11.87,4.3333,0.115,6,0,0,1,0.0,L-BIO,2025-06,train
0.0,0.0,0.0,351,16.0,7.75,11.87,4.3333,0.115,7,0,0,1,0.0,L-BIO,2025-07,train
0.0,0.0,0.0,450,16.0,7.75,11.87,4.3333,0.115,8,0,0,1,0.0,L-BIO,2025-08,train
0.0,0.0,0.0,646,60.0,7.75,11.87,4.3333,0.115,9,0,0,1,29.0,L-BIO,2025-09,train
29.0,0.0,9.666666666666666,1097,31.0,7.75,11.87,4.3333,0.115,10,0,0,1,15.0,L-BIO,2025-10,train
15.0,29.0,14.666666666666666,102,16.0,7.75,11.87,4.3333,0.115,11,0,0,1,16.0,L-BIO,2025-11,validation
16.0,15.0,20.0,263,16.0,7.75,11.87,4.3333,0.115,12,0,0,1,16.0,L-BIO,2025-12,test
0.0,0.0,0.0,346,0.0,6.67,9.36,2.25,0.2375,1,0,0,1,0.0,LACTO B,2025-01,train
0.0,0.0,0.0,541,69.0,6.67,9.36,2.25,0.2375,2,0,0,1,0.0,LACTO B,2025-02,train
0.0,0.0,0.0,521,69.0,6.67,9.36,2.25,0.2375,3,0,0,1,6.0,LACTO B,2025-03,train
6.0,0.0,2.0,417,69.0,6.67,9.36,2.25,0.2375,4,0,0,1,11.0,LACTO B,2025-04,train
11.0,6.0,5.666666666666667,389,69.0,6.67,9.36,2.25,0.2375,5,0,0,1,12.0,LACTO B,2025-05,train
12.0,11.0,9.666666666666666,274,69.0,6.67,9.36,2.25,0.2375,6,0,0,1,14.0,LACTO B,2025-06,train
14.0,12.0,12.333333333333334,351,55.0,6.67,9.36,2.25,0.2375,7,0,0,1,15.0,LACTO B,2025-07,train
15.0,14.0,13.666666666666666,450,40.0,6.67,9.36,2.25,0.2375,8,0,0,1,31.0,LACTO B,2025-08,train
31.0,15.0,20.0,646,9.0,6.67,9.36,2.25,0.2375,9,0,0,1,9.0,LACTO B,2025-09,train
9.0,31.0,18.333333333333332,1097,9.0,6.67,9.36,2.25,0.2375,10,0,0,1,6.0,LACTO B,2025-10,train
6.0,9.0,15.333333333333334,102,9.0,6.67,9.36,2.25,0.2375,11,0,0,1,3.0,LACTO B,2025-11,validation
3.0,6.0,6.0,263,9.0,6.67,9.36,2.25,0.2375,12,0,0,1,0.0,LACTO B,2025-12,test
0.0,0.0,0.0,346,0.0,17.5,19.63,2.25,0.6939,1,0,1,0,30.0,LANSOPRAZOLE KAPSUL,2025-01,train
30.0,0.0,30.0,541,260.0,17.5,19.63,2.25,0.6939,2,0,1,0,20.0,LANSOPRAZOLE KAPSUL,2025-02,train
20.0,30.0,25.0,521,90.0,17.5,19.63,2.25,0.6939,3,0,1,0,15.0,LANSOPRAZOLE KAPSUL,2025-03,train
15.0,20.0,21.666666666666668,417,90.0,17.5,19.63,2.25,0.6939,4,0,1,0,10.0,LANSOPRAZOLE KAPSUL,2025-04,train
10.0,15.0,15.0,389,180.0,17.5,19.63,2.25,0.6939,5,0,1,0,10.0,LANSOPRAZOLE KAPSUL,2025-05,train
10.0,10.0,11.666666666666666,274,170.0,17.5,19.63,2.25,0.6939,6,0,1,0,10.0,LANSOPRAZOLE KAPSUL,2025-06,train
10.0,10.0,10.0,351,160.0,17.5,19.63,2.25,0.6939,7,0,1,0,40.0,LANSOPRAZOLE KAPSUL,2025-07,train
40.0,10.0,20.0,450,120.0,17.5,19.63,2.25,0.6939,8,0,1,0,10.0,LANSOPRAZOLE KAPSUL,2025-08,train
10.0,40.0,20.0,646,110.0,17.5,19.63,2.25,0.6939,9,0,1,0,15.0,LANSOPRAZOLE KAPSUL,2025-09,train
15.0,10.0,21.666666666666668,1097,110.0,17.5,19.63,2.25,0.6939,10,0,1,0,20.0,LANSOPRAZOLE KAPSUL,2025-10,train
20.0,15.0,15.0,102,90.0,17.5,19.63,2.25,0.6939,11,0,1,0,0.0,LANSOPRAZOLE KAPSUL,2025-11,validation
0.0,20.0,11.666666666666666,263,90.0,17.5,19.63,2.25,0.6939,12,0,1,0,0.0,LANSOPRAZOLE KAPSUL,2025-12,test
0.0,0.0,0.0,346,0.0,12.5,41.46,12.0,0.0,1,0,1,0,0.0,LIBROFED (TRIPROLIDIN =~ PSEUDOEFEDRIN) TAB,2025-01,train
0.0,0.0,0.0,541,1650.0,12.5,41.46,12.0,0.0,2,0,1,0,0.0,LIBROFED (TRIPROLIDIN =~ PSEUDOEFEDRIN) TAB,2025-02,train
0.0,0.0,0.0,521,1650.0,12.5,41.46,12.0,0.0,3,0,1,0,0.0,LIBROFED (TRIPROLIDIN =~ PSEUDOEFEDRIN) TAB,2025-03,train
0.0,0.0,0.0,417,1650.0,12.5,41.46,12.0,0.0,4,0,1,0,0.0,LIBROFED (TRIPROLIDIN =~ PSEUDOEFEDRIN) TAB,2025-04,train
0.0,0.0,0.0,389,1650.0,12.5,41.46,12.0,0.0,5,0,1,0,0.0,LIBROFED (TRIPROLIDIN =~ PSEUDOEFEDRIN) TAB,2025-05,train
0.0,0.0,0.0,274,1650.0,12.5,41.46,12.0,0.0,6,0,1,0,0.0,LIBROFED (TRIPROLIDIN =~ PSEUDOEFEDRIN) TAB,2025-06,train
0.0,0.0,0.0,351,1650.0,12.5,41.46,12.0,0.0,7,0,1,0,0.0,LIBROFED (TRIPROLIDIN =~ PSEUDOEFEDRIN) TAB,2025-07,train
0.0,0.0,0.0,450,1650.0,12.5,41.46,12.0,0.0,8,0,1,0,0.0,LIBROFED (TRIPROLIDIN =~ PSEUDOEFEDRIN) TAB,2025-08,train
0.0,0.0,0.0,646,1650.0,12.5,41.46,12.0,0.0,9,0,1,0,0.0,LIBROFED (TRIPROLIDIN =~ PSEUDOEFEDRIN) TAB,2025-09,train
0.0,0.0,0.0,1097,1650.0,12.5,41.46,12.0,0.0,10,0,1,0,0.0,LIBROFED (TRIPROLIDIN =~ PSEUDOEFEDRIN) TAB,2025-10,train
0.0,0.0,0.0,102,1650.0,12.5,41.46,12.0,0.0,11,0,1,0,0.0,LIBROFED (TRIPROLIDIN =~ PSEUDOEFEDRIN) TAB,2025-11,validation
0.0,0.0,0.0,263,1650.0,12.5,41.46,12.0,0.0,12,0,1,0,150.0,LIBROFED (TRIPROLIDIN =~ PSEUDOEFEDRIN) TAB,2025-12,test
0.0,0.0,0.0,346,0.0,9.83,24.13,2.0,0.756,1,0,0,0,0.0,MADU TJ SACHET,2025-01,train
0.0,0.0,0.0,541,39.0,9.83,24.13,2.0,0.756,2,0,0,0,0.0,MADU TJ SACHET,2025-02,train
0.0,0.0,0.0,521,39.0,9.83,24.13,2.0,0.756,3,0,0,0,0.0,MADU TJ SACHET,2025-03,train
0.0,0.0,0.0,417,39.0,9.83,24.13,2.0,0.756,4,0,0,0,0.0,MADU TJ SACHET,2025-04,train
0.0,0.0,0.0,389,39.0,9.83,24.13,2.0,0.756,5,0,0,0,0.0,MADU TJ SACHET,2025-05,train
0.0,0.0,0.0,274,39.0,9.83,24.13,2.0,0.756,6,0,0,0,0.0,MADU TJ SACHET,2025-06,train
0.0,0.0,0.0,351,39.0,9.83,24.13,2.0,0.756,7,0,0,0,0.0,MADU TJ SACHET,2025-07,train
0.0,0.0,0.0,450,39.0,9.83,24.13,2.0,0.756,8,0,0,0,0.0,MADU TJ SACHET,2025-08,train
0.0,0.0,0.0,646,39.0,9.83,24.13,2.0,0.756,9,0,0,0,86.0,MADU TJ SACHET,2025-09,train
86.0,0.0,28.666666666666668,1097,39.0,9.83,24.13,2.0,0.756,10,0,0,0,5.0,MADU TJ SACHET,2025-10,train
5.0,86.0,30.333333333333332,102,34.0,9.83,24.13,2.0,0.756,11,0,0,0,0.0,MADU TJ SACHET,2025-11,validation
0.0,5.0,30.333333333333332,263,34.0,9.83,24.13,2.0,0.756,12,0,0,0,0.0,MADU TJ SACHET,2025-12,test
0.0,0.0,0.0,346,0.0,385.08,787.98,2.2857,2.4581,1,2,2,0,60.0,METHYLPREDNISOLON 8MG TAB,2025-01,train
60.0,0.0,60.0,541,440.0,385.08,787.98,2.2857,2.4581,2,2,2,0,2900.0,METHYLPREDNISOLON 8MG TAB,2025-02,train
2900.0,60.0,1480.0,521,2040.0,385.08,787.98,2.2857,2.4581,3,2,2,0,120.0,METHYLPREDNISOLON 8MG TAB,2025-03,train
120.0,2900.0,1026.6666666666667,417,180.0,385.08,787.98,2.2857,2.4581,4,2,2,0,176.0,METHYLPREDNISOLON 8MG TAB,2025-04,train
176.0,120.0,1065.3333333333333,389,4.0,385.08,787.98,2.2857,2.4581,5,2,2,0,4.0,METHYLPREDNISOLON 8MG TAB,2025-05,train
4.0,176.0,100.0,274,4.0,385.08,787.98,2.2857,2.4581,6,2,2,0,554.0,METHYLPREDNISOLON 8MG TAB,2025-06,train
554.0,4.0,244.66666666666666,351,645.0,385.08,787.98,2.2857,2.4581,7,2,2,0,667.0,METHYLPREDNISOLON 8MG TAB,2025-07,train
667.0,554.0,408.3333333333333,450,478.0,385.08,787.98,2.2857,2.4581,8,2,2,0,1411.0,METHYLPREDNISOLON 8MG TAB,2025-08,train
1411.0,667.0,877.3333333333334,646,478.0,385.08,787.98,2.2857,2.4581,9,2,2,0,2156.0,METHYLPREDNISOLON 8MG TAB,2025-09,train
2156.0,1411.0,1411.3333333333333,1097,478.0,385.08,787.98,2.2857,2.4581,10,2,2,0,2900.0,METHYLPREDNISOLON 8MG TAB,2025-10,train
2900.0,2156.0,2155.6666666666665,102,2040.0,385.08,787.98,2.2857,2.4581,11,2,2,0,0.0,METHYLPREDNISOLON 8MG TAB,2025-11,validation
0.0,2900.0,1685.3333333333333,263,2040.0,385.08,787.98,2.2857,2.4581,12,2,2,0,0.0,METHYLPREDNISOLON 8MG TAB,2025-12,test
0.0,0.0,0.0,346,0.0,761.42,693.73,2.1,0.6776,1,2,2,2,468.0,METHYLPREDNISOLONE 4 MG TABLET,2025-01,train
468.0,0.0,468.0,541,1064.0,761.42,693.73,2.1,0.6776,2,2,2,2,2900.0,METHYLPREDNISOLONE 4 MG TABLET,2025-02,train
2900.0,468.0,1684.0,521,2040.0,761.42,693.73,2.1,0.6776,3,2,2,2,559.0,METHYLPREDNISOLONE 4 MG TABLET,2025-03,train
559.0,2900.0,1309.0,417,1150.0,761.42,693.73,2.1,0.6776,4,2,2,2,806.0,METHYLPREDNISOLONE 4 MG TABLET,2025-04,train
806.0,559.0,1421.6666666666667,389,344.0,761.42,693.73,2.1,0.6776,5,2,2,2,1145.0,METHYLPREDNISOLONE 4 MG TABLET,2025-05,train
1145.0,806.0,836.6666666666666,274,199.0,761.42,693.73,2.1,0.6776,6,2,2,2,554.0,METHYLPREDNISOLONE 4 MG TABLET,2025-06,train
554.0,1145.0,835.0,351,645.0,761.42,693.73,2.1,0.6776,7,2,2,2,667.0,METHYLPREDNISOLONE 4 MG TABLET,2025-07,train
667.0,554.0,788.6666666666666,450,478.0,761.42,693.73,2.1,0.6776,8,2,2,2,380.0,METHYLPREDNISOLONE 4 MG TABLET,2025-08,train
380.0,667.0,533.6666666666666,646,398.0,761.42,693.73,2.1,0.6776,9,2,2,2,658.0,METHYLPREDNISOLONE 4 MG TABLET,2025-09,train
658.0,380.0,568.3333333333334,1097,240.0,761.42,693.73,2.1,0.6776,10,2,2,2,2900.0,METHYLPREDNISOLONE 4 MG TABLET,2025-10,train
2900.0,658.0,1312.6666666666667,102,2040.0,761.42,693.73,2.1,0.6776,11,2,2,2,1690.0,METHYLPREDNISOLONE 4 MG TABLET,2025-11,validation
1690.0,2900.0,1749.3333333333333,263,2040.0,761.42,693.73,2.1,0.6776,12,2,2,2,480.0,METHYLPREDNISOLONE 4 MG TABLET,2025-12,test
0.0,0.0,0.0,346,0.0,114.25,85.57,2.0,0.4309,1,2,2,3,0.0,METRONIDAZOLE 500MG TABLET,2025-01,train
0.0,0.0,0.0,541,500.0,114.25,85.57,2.0,0.4309,2,2,2,3,190.0,METRONIDAZOLE 500MG TABLET,2025-02,train
190.0,0.0,95.0,521,310.0,114.25,85.57,2.0,0.4309,3,2,2,3,119.0,METRONIDAZOLE 500MG TABLET,2025-03,train
119.0,190.0,103.0,417,1101.0,114.25,85.57,2.0,0.4309,4,2,2,3,85.0,METRONIDAZOLE 500MG TABLET,2025-04,train
85.0,119.0,131.33333333333334,389,1016.0,114.25,85.57,2.0,0.4309,5,2,2,3,80.0,METRONIDAZOLE 500MG TABLET,2025-05,train
80.0,85.0,94.66666666666667,274,936.0,114.25,85.57,2.0,0.4309,6,2,2,3,40.0,METRONIDAZOLE 500MG TABLET,2025-06,train
40.0,80.0,68.33333333333333,351,896.0,114.25,85.57,2.0,0.4309,7,2,2,3,130.0,METRONIDAZOLE 500MG TABLET,2025-07,train
130.0,40.0,83.33333333333333,450,766.0,114.25,85.57,2.0,0.4309,8,2,2,3,190.0,METRONIDAZOLE 500MG TABLET,2025-08,train
190.0,130.0,120.0,646,576.0,114.25,85.57,2.0,0.4309,9,2,2,3,276.0,METRONIDAZOLE 500MG TABLET,2025-09,train
276.0,190.0,198.66666666666666,1097,300.0,114.25,85.57,2.0,0.4309,10,2,2,3,190.0,METRONIDAZOLE 500MG TABLET,2025-10,train
190.0,276.0,218.66666666666666,102,310.0,114.25,85.57,2.0,0.4309,11,2,2,3,100.0,METRONIDAZOLE 500MG TABLET,2025-11,validation
100.0,190.0,188.66666666666666,263,310.0,114.25,85.57,2.0,0.4309,12,2,2,3,10.0,METRONIDAZOLE 500MG TABLET,2025-12,test
0.0,0.0,0.0,346,0.0,0.17,0.55,12.0,0.0,1,0,0,0,0.0,MICROLAX RECTAL,2025-01,train
0.0,0.0,0.0,541,10.0,0.17,0.55,12.0,0.0,2,0,0,0,0.0,MICROLAX RECTAL,2025-02,train
0.0,0.0,0.0,521,10.0,0.17,0.55,12.0,0.0,3,0,0,0,0.0,MICROLAX RECTAL,2025-03,train
0.0,0.0,0.0,417,10.0,0.17,0.55,12.0,0.0,4,0,0,0,0.0,MICROLAX RECTAL,2025-04,train
0.0,0.0,0.0,389,10.0,0.17,0.55,12.0,0.0,5,0,0,0,0.0,MICROLAX RECTAL,2025-05,train
0.0,0.0,0.0,274,10.0,0.17,0.55,12.0,0.0,6,0,0,0,0.0,MICROLAX RECTAL,2025-06,train
0.0,0.0,0.0,351,10.0,0.17,0.55,12.0,0.0,7,0,0,0,0.0,MICROLAX RECTAL,2025-07,train
0.0,0.0,0.0,450,10.0,0.17,0.55,12.0,0.0,8,0,0,0,0.0,MICROLAX RECTAL,2025-08,train
0.0,0.0,0.0,646,10.0,0.17,0.55,12.0,0.0,9,0,0,0,0.0,MICROLAX RECTAL,2025-09,train
0.0,0.0,0.0,1097,10.0,0.17,0.55,12.0,0.0,10,0,0,0,2.0,MICROLAX RECTAL,2025-10,train
2.0,0.0,0.6666666666666666,102,10.0,0.17,0.55,12.0,0.0,11,0,0,0,0.0,MICROLAX RECTAL,2025-11,validation
0.0,2.0,0.6666666666666666,263,10.0,0.17,0.55,12.0,0.0,12,0,0,0,0.0,MICROLAX RECTAL,2025-12,test
0.0,0.0,0.0,346,0.0,554.83,450.64,2.125,0.2448,1,2,1,1,1194.0,NEO-PROTIFED (TRIPROLIDIN + PSEUDOEFEDRIN) TAB,2025-01,train
1194.0,0.0,1194.0,541,2644.0,554.83,450.64,2.125,0.2448,2,2,1,1,390.0,NEO-PROTIFED (TRIPROLIDIN + PSEUDOEFEDRIN) TAB,2025-02,train
390.0,1194.0,792.0,521,2644.0,554.83,450.64,2.125,0.2448,3,2,1,1,1151.0,NEO-PROTIFED (TRIPROLIDIN + PSEUDOEFEDRIN) TAB,2025-03,train
1151.0,390.0,911.6666666666666,417,2113.0,554.83,450.64,2.125,0.2448,4,2,1,1,946.0,NEO-PROTIFED (TRIPROLIDIN + PSEUDOEFEDRIN) TAB,2025-04,train
946.0,1151.0,829.0,389,1167.0,554.83,450.64,2.125,0.2448,5,2,1,1,980.0,NEO-PROTIFED (TRIPROLIDIN + PSEUDOEFEDRIN) TAB,2025-05,train
980.0,946.0,1025.6666666666667,274,2187.0,554.83,450.64,2.125,0.2448,6,2,1,1,510.0,NEO-PROTIFED (TRIPROLIDIN + PSEUDOEFEDRIN) TAB,2025-06,train
510.0,980.0,812.0,351,1677.0,554.83,450.64,2.125,0.2448,7,2,1,1,676.0,NEO-PROTIFED (TRIPROLIDIN + PSEUDOEFEDRIN) TAB,2025-07,train
676.0,510.0,722.0,450,1001.0,554.83,450.64,2.125,0.2448,8,2,1,1,810.0,NEO-PROTIFED (TRIPROLIDIN + PSEUDOEFEDRIN) TAB,2025-08,train
810.0,676.0,665.3333333333334,646,191.0,554.83,450.64,2.125,0.2448,9,2,1,1,1.0,NEO-PROTIFED (TRIPROLIDIN + PSEUDOEFEDRIN) TAB,2025-09,train
1.0,810.0,495.6666666666667,1097,390.0,554.83,450.64,2.125,0.2448,10,2,1,1,390.0,NEO-PROTIFED (TRIPROLIDIN + PSEUDOEFEDRIN) TAB,2025-10,train
390.0,1.0,400.3333333333333,102,390.0,554.83,450.64,2.125,0.2448,11,2,1,1,0.0,NEO-PROTIFED (TRIPROLIDIN + PSEUDOEFEDRIN) TAB,2025-11,validation
0.0,390.0,130.33333333333334,263,390.0,554.83,450.64,2.125,0.2448,12,2,1,1,0.0,NEO-PROTIFED (TRIPROLIDIN + PSEUDOEFEDRIN) TAB,2025-12,test
0.0,0.0,0.0,346,0.0,2.5,5.95,4.0,0.1111,1,0,1,1,0.0,NEURALGIN TABLET,2025-01,train
0.0,0.0,0.0,541,140.0,2.5,5.95,4.0,0.1111,2,0,1,1,0.0,NEURALGIN TABLET,2025-02,train
0.0,0.0,0.0,521,140.0,2.5,5.95,4.0,0.1111,3,0,1,1,10.0,NEURALGIN TABLET,2025-03,train
10.0,0.0,3.3333333333333335,417,140.0,2.5,5.95,4.0,0.1111,4,0,1,1,20.0,NEURALGIN TABLET,2025-04,train
20.0,10.0,10.0,389,290.0,2.5,5.95,4.0,0.1111,5,0,1,1,17.0,NEURALGIN TABLET,2025-05,train
17.0,20.0,15.666666666666666,274,290.0,2.5,5.95,4.0,0.1111,6,0,1,1,13.0,NEURALGIN TABLET,2025-06,train
13.0,17.0,16.666666666666668,351,290.0,2.5,5.95,4.0,0.1111,7,0,1,1,10.0,NEURALGIN TABLET,2025-07,train
10.0,13.0,13.333333333333334,450,230.0,2.5,5.95,4.0,0.1111,8,0,1,1,0.0,NEURALGIN TABLET,2025-08,train
0.0,10.0,7.666666666666667,646,230.0,2.5,5.95,4.0,0.1111,9,0,1,1,0.0,NEURALGIN TABLET,2025-09,train
0.0,0.0,3.3333333333333335,1097,230.0,2.5,5.95,4.0,0.1111,10,0,1,1,0.0,NEURALGIN TABLET,2025-10,train
0.0,0.0,0.0,102,230.0,2.5,5.95,4.0,0.1111,11,0,1,1,0.0,NEURALGIN TABLET,2025-11,validation
0.0,0.0,0.0,263,230.0,2.5,5.95,4.0,0.1111,12,0,1,1,0.0,NEURALGIN TABLET,2025-12,test
0.0,0.0,0.0,346,0.0,117.0,192.59,2.4286,1.473,1,2,0,0,0.0,NEUROBION FORTE/PINK TABLET,2025-01,train
0.0,0.0,0.0,541,718.0,117.0,192.59,2.4286,1.473,2,2,0,0,0.0,NEUROBION FORTE/PINK TABLET,2025-02,train
0.0,0.0,0.0,521,2.0,117.0,192.59,2.4286,1.473,3,2,0,0,65.0,NEUROBION FORTE/PINK TABLET,2025-03,train
65.0,0.0,21.666666666666668,417,608.0,117.0,192.59,2.4286,1.473,4,2,0,0,115.0,NEUROBION FORTE/PINK TABLET,2025-04,train
115.0,65.0,60.0,389,608.0,117.0,192.59,2.4286,1.473,5,2,0,0,165.0,NEUROBION FORTE/PINK TABLET,2025-05,train
165.0,115.0,115.0,274,393.0,117.0,192.59,2.4286,1.473,6,2,0,0,153.0,NEUROBION FORTE/PINK TABLET,2025-06,train
153.0,165.0,144.33333333333334,351,240.0,117.0,192.59,2.4286,1.473,7,2,0,0,180.0,NEUROBION FORTE/PINK TABLET,2025-07,train
180.0,153.0,166.0,450,60.0,117.0,192.59,2.4286,1.473,8,2,0,0,70.0,NEUROBION FORTE/PINK TABLET,2025-08,train
70.0,180.0,134.33333333333334,646,40.0,117.0,192.59,2.4286,1.473,9,2,0,0,38.0,NEUROBION FORTE/PINK TABLET,2025-09,train
38.0,70.0,96.0,1097,2.0,117.0,192.59,2.4286,1.473,10,2,0,0,0.0,NEUROBION FORTE/PINK TABLET,2025-10,train
0.0,38.0,36.0,102,2.0,117.0,192.59,2.4286,1.473,11,2,0,0,8.0,NEUROBION FORTE/PINK TABLET,2025-11,validation
8.0,0.0,15.333333333333334,263,2.0,117.0,192.59,2.4286,1.473,12,2,0,0,15.0,NEUROBION FORTE/PINK TABLET,2025-12,test
0.0,0.0,0.0,346,0.0,240.83,196.37,2.2222,0.3874,1,2,0,3,210.0,NEUROBION PUTIH TABLET,2025-01,train
210.0,0.0,210.0,541,400.0,240.83,196.37,2.2222,0.3874,2,2,0,3,457.0,NEUROBION PUTIH TABLET,2025-02,train
457.0,210.0,333.5,521,83.0,240.83,196.37,2.2222,0.3874,3,2,0,3,430.0,NEUROBION PUTIH TABLET,2025-03,train
430.0,457.0,365.6666666666667,417,250.0,240.83,196.37,2.2222,0.3874,4,2,0,3,175.0,NEUROBION PUTIH TABLET,2025-04,train
175.0,430.0,354.0,389,75.0,240.83,196.37,2.2222,0.3874,5,2,0,3,75.0,NEUROBION PUTIH TABLET,2025-05,train
75.0,175.0,226.66666666666666,274,75.0,240.83,196.37,2.2222,0.3874,6,2,0,3,235.0,NEUROBION PUTIH TABLET,2025-06,train
235.0,75.0,161.66666666666666,351,515.0,240.83,196.37,2.2222,0.3874,7,2,0,3,266.0,NEUROBION PUTIH TABLET,2025-07,train
266.0,235.0,192.0,450,249.0,240.83,196.37,2.2222,0.3874,8,2,0,3,0.0,NEUROBION PUTIH TABLET,2025-08,train
0.0,266.0,167.0,646,249.0,240.83,196.37,2.2222,0.3874,9,2,0,3,709.0,NEUROBION PUTIH TABLET,2025-09,train
709.0,0.0,325.0,1097,290.0,240.83,196.37,2.2222,0.3874,10,2,0,3,457.0,NEUROBION PUTIH TABLET,2025-10,train
457.0,709.0,388.6666666666667,102,83.0,240.83,196.37,2.2222,0.3874,11,2,0,3,304.0,NEUROBION PUTIH TABLET,2025-11,validation
304.0,457.0,490.0,263,83.0,240.83,196.37,2.2222,0.3874,12,2,0,3,150.0,NEUROBION PUTIH TABLET,2025-12,test
0.0,0.0,0.0,346,0.0,115.33,112.11,2.2857,0.2966,1,2,2,1,146.0,OMEGTAMINE TAB,2025-01,train
146.0,0.0,146.0,541,2405.0,115.33,112.11,2.2857,0.2966,2,2,2,1,322.0,OMEGTAMINE TAB,2025-02,train
